Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000100941	3131	3337	2892	3206	3404	2929
ENSG00000258671	0	0	0	0	0	0
ENSG00000270503	0	0	4	5	8	3
ENSG00000150527	493	503	483	389	436	433
ENSG00000258940	3	2	1	6	5	2
ENSG00000271424	1	5	1	3	1	2
ENSG00000259100	1	1	0	0	0	3
ENSG00000165355	374	343	455	362	430	389
ENSG00000258526	8	3	3	11	1	6
ENSG00000258418	0	1	0	1	4	0
ENSG00000258480	6	2	0	2	2	3
ENSG00000251363	86	91	79	53	78	84
ENSG00000258385	0	0	2	0	0	0
ENSG00000279972	0	0	0	3	0	0
ENSG00000258901	0	0	0	0	0	0
ENSG00000258636	36	18	30	32	29	27
ENSG00000251858	2	0	0	2	1	0
ENSG00000165379	60	56	88	51	42	78
ENSG00000258536	2	0	0	0	4	0
ENSG00000259149	0	0	0	0	0	0
ENSG00000258394	0	0	0	0	0	0
ENSG00000258850	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0
ENSG00000258622	0	0	0	0	0	0
ENSG00000258934	0	0	0	0	0	0
ENSG00000259047	0	0	0	0	0	0
ENSG00000258406	0	0	0	0	0	0
ENSG00000259051	1	3	1	10	7	10
ENSG00000258828	0	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0
ENSG00000258894	0	0	0	0	0	0
ENSG00000258969	0	0	0	0	0	0
ENSG00000259019	0	0	0	0	0	0
ENSG00000259137	1	0	0	1	0	0
ENSG00000259148	0	0	0	0	0	0
ENSG00000259126	0	0	0	0	0	0
ENSG00000258487	0	0	0	0	0	0
ENSG00000189139	0	0	0	0	0	0
ENSG00000258747	0	0	0	0	0	0
ENSG00000258998	0	2	0	0	0	0
ENSG00000259000	0	0	0	0	0	0
ENSG00000258633	1	0	0	1	0	2
ENSG00000258509	0	3	0	0	0	0
ENSG00000259046	0	0	0	0	0	0
ENSG00000179476	89	117	82	95	127	91
ENSG00000258949	5	11	3	3	1	6
ENSG00000179454	328	463	364	418	401	381
ENSG00000198718	370	362	375	323	316	312
ENSG00000278147	1	0	0	0	0	0
ENSG00000249163	0	0	0	0	0	0
ENSG00000185246	1015	1121	1184	962	1126	976
ENSG00000212615	4	0	3	2	0	1
ENSG00000239043	4	1	4	3	3	0
ENSG00000100442	869	826	897	888	1380	826
ENSG00000187790	505	479	521	413	467	440
ENSG00000129534	1520	1565	1691	1516	1466	1521
ENSG00000199739	0	0	0	0	0	0
ENSG00000258608	0	1	2	3	3	2
ENSG00000260046	0	0	0	0	0	0
ENSG00000257900	1	0	0	0	0	0
ENSG00000258746	0	0	0	0	0	0
ENSG00000258845	0	0	0	0	0	0
ENSG00000258616	0	0	0	0	1	0
ENSG00000258700	0	0	0	2	0	0
ENSG00000165496	0	0	0	0	0	0
ENSG00000139915	1	0	0	3	3	7
ENSG00000251735	0	0	0	0	0	0
ENSG00000258392	0	0	0	0	0	0
ENSG00000244053	0	0	0	0	0	0
ENSG00000214903	0	0	0	0	0	0
ENSG00000263945	0	4	0	0	0	0
ENSG00000259129	69	69	105	59	79	83
ENSG00000259117	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0
ENSG00000270359	0	0	0	0	0	0
ENSG00000207366	0	0	0	0	0	0
ENSG00000258751	0	0	2	0	1	0
ENSG00000258750	0	0	0	0	0	0
ENSG00000242417	0	0	0	0	0	0
ENSG00000258381	0	0	0	0	0	0
ENSG00000258868	0	0	0	0	0	0
ENSG00000258401	0	0	0	0	0	0
ENSG00000252424	0	0	0	0	0	0
ENSG00000213741	1577	1314	2115	2217	2063	1141
ENSG00000244270	0	0	0	0	0	0
ENSG00000283029	0	0	0	0	0	0
ENSG00000276168	0	0	0	0	0	0
ENSG00000252919	0	0	4	1	0	2
ENSG00000165501	216	287	328	201	320	229
ENSG00000258568	6	5	5	7	7	7
ENSG00000278009	2	1	11	7	10	1
ENSG00000165502	439	416	375	686	763	424
ENSG00000168282	14	4	3	10	7	1
ENSG00000258377	0	0	0	0	0	0
ENSG00000165506	386	434	484	328	562	362
ENSG00000258450	0	3	0	3	1	1
ENSG00000100479	352	362	396	326	330	315
ENSG00000259155	7	10	11	8	4	8
ENSG00000258462	1	0	0	0	0	0
ENSG00000221114	1	0	0	0	0	0
ENSG00000197776	23	24	18	22	25	26
ENSG00000258400	0	0	1	0	1	0
ENSG00000165516	584	674	668	571	732	546
ENSG00000165525	909	941	824	917	777	863
ENSG00000277634	4	0	0	0	0	2
ENSG00000252474	0	5	0	1	0	1
ENSG00000278771	4	2	1	16	10	7
ENSG00000282885	9	4	2	3	3	4
ENSG00000274012	161	30	30	382	190	138
ENSG00000278002	0	0	1	1	1	4
ENSG00000165527	1657	1726	1959	1601	1906	1486
ENSG00000251929	0	0	0	1	0	0
ENSG00000274704	0	0	0	0	0	0
ENSG00000214900	10	5	10	6	10	6
ENSG00000278038	0	0	0	0	0	0
ENSG00000270788	0	0	0	2	0	0
ENSG00000243038	0	0	0	0	0	0
ENSG00000201358	0	0	0	0	0	0
ENSG00000251792	0	3	0	0	0	0
ENSG00000100483	162	214	233	192	195	189
ENSG00000100485	935	1024	1086	870	847	886
ENSG00000087299	428	446	531	431	430	401
ENSG00000264712	0	1	0	0	0	1
ENSG00000125375	269	332	344	272	319	270
ENSG00000259071	0	0	0	0	0	0
ENSG00000100490	7	6	7	2	11	10
ENSG00000258857	0	1	0	0	1	1
ENSG00000012983	1157	1158	1231	1063	1079	1099
ENSG00000259113	9	3	5	4	4	2
ENSG00000201573	2	0	0	8	6	4
ENSG00000273675	0	0	0	1	3	0
ENSG00000198513	80	87	92	84	74	73
ENSG00000258577	0	0	0	0	0	0
ENSG00000151748	1467	1650	1620	1446	1587	1427
ENSG00000243103	1	1	2	4	6	3
ENSG00000269906	31	48	42	31	42	38
ENSG00000258491	0	0	0	0	0	0
ENSG00000100503	845	819	749	832	707	774
ENSG00000270062	14	7	0	4	9	4
ENSG00000258843	0	0	0	0	0	1
ENSG00000285747	0	1	0	0	0	0
ENSG00000252945	0	0	0	0	0	0
ENSG00000258687	0	0	0	1	0	0
ENSG00000100504	871	784	647	610	725	465
ENSG00000131969	15	8	3	6	8	0
ENSG00000258745	0	0	0	0	0	0
ENSG00000258711	0	0	0	0	0	0
ENSG00000100505	27	31	28	20	21	28
ENSG00000259055	0	0	2	0	0	0
ENSG00000139921	933	1098	1198	894	1106	898
ENSG00000201376	1	0	0	2	0	1
ENSG00000201820	0	3	1	7	4	5
ENSG00000258955	0	0	0	0	0	0
ENSG00000258479	0	0	0	0	2	1
ENSG00000258942	0	0	0	0	0	2
ENSG00000258808	0	0	0	0	0	0
ENSG00000258893	0	0	0	0	0	0
ENSG00000258537	0	0	0	0	0	0
ENSG00000139926	733	745	726	662	639	606
ENSG00000252400	0	0	0	0	0	0
ENSG00000277050	9	2	4	8	8	1
ENSG00000273888	12	17	12	21	7	7
ENSG00000251756	0	0	0	0	1	2
ENSG00000207004	3	2	0	0	0	1
ENSG00000259111	0	0	0	0	0	0
ENSG00000258423	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	0
ENSG00000258535	0	0	1	0	0	0
ENSG00000258849	0	0	0	0	0	0
ENSG00000259157	0	0	0	0	0	0
ENSG00000186469	60	83	87	74	82	81
ENSG00000258928	0	0	0	0	0	0
ENSG00000259007	0	0	0	0	0	0
ENSG00000258854	0	0	0	0	0	0
ENSG00000087302	1736	1891	1896	1806	2508	1805
ENSG00000087303	1815	1595	1573	1919	1214	1779
ENSG00000258694	0	0	0	0	0	0
ENSG00000258981	0	0	0	0	0	0
ENSG00000258440	0	0	0	0	0	0
ENSG00000168229	0	0	0	0	0	0
ENSG00000261208	0	0	0	0	0	0
ENSG00000125384	0	0	0	0	0	0
ENSG00000087301	482	401	453	335	331	298
ENSG00000180998	177	250	209	181	216	224
ENSG00000197930	1125	1162	1185	1086	1066	1098
ENSG00000258757	0	0	0	0	0	0
ENSG00000100519	1128	1303	1320	1049	1646	1067
ENSG00000198252	749	897	866	744	845	820
ENSG00000100522	627	765	686	620	744	661
ENSG00000259049	0	0	0	0	0	0
ENSG00000285664	0	4	3	1	0	3
ENSG00000258698	1	0	0	0	0	0
ENSG00000258802	0	0	0	1	0	0
ENSG00000073712	1540	1606	1526	1263	1240	1113
ENSG00000271075	9	3	12	10	2	8
ENSG00000258503	0	0	0	0	0	0
ENSG00000258993	0	0	0	0	0	1
ENSG00000100523	821	849	900	893	649	957
ENSG00000258985	0	0	0	0	0	0
ENSG00000258731	2	0	0	0	3	1
ENSG00000237356	18	17	14	25	19	13
ENSG00000225680	0	0	0	0	2	0
ENSG00000226132	0	0	0	0	0	0
ENSG00000235269	7	11	13	6	14	3
ENSG00000231922	0	0	1	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000125378	688	761	744	575	675	682
ENSG00000224004	0	0	0	0	1	0
ENSG00000100526	380	364	343	348	506	344
ENSG00000100528	1082	1330	1277	954	1300	868
ENSG00000258753	0	0	0	0	0	0
ENSG00000197045	2048	2611	2687	2145	2509	2230
ENSG00000100532	139	179	187	146	192	140
ENSG00000020577	521	552	559	505	439	488
ENSG00000285774	5	1	0	3	2	0
ENSG00000131979	205	278	371	256	315	222
ENSG00000252019	0	0	0	0	0	0
ENSG00000265432	0	0	0	0	0	0
ENSG00000258872	0	1	1	0	2	0
ENSG00000198554	1306	1465	1521	1225	1568	1190
ENSG00000233924	1	6	1	6	0	5
ENSG00000180008	927	958	1003	897	815	759
ENSG00000168175	2745	2865	2726	2566	3131	2677
ENSG00000131981	484	499	507	411	563	465
ENSG00000126787	2220	2347	2445	2281	2798	2253
ENSG00000258050	0	0	0	0	3	0
ENSG00000279392	2	2	2	3	2	1
ENSG00000271180	0	0	0	0	0	0
ENSG00000258413	0	0	0	0	2	1
ENSG00000178974	490	516	505	446	512	434
ENSG00000239686	1	0	0	1	1	1
ENSG00000278818	5	1	0	0	0	3
ENSG00000258469	2	4	0	1	5	1
ENSG00000258455	0	2	0	1	0	0
ENSG00000126775	516	514	495	471	577	468
ENSG00000259318	3	10	4	6	1	11
ENSG00000182521	0	0	0	4	0	2
ENSG00000239199	0	0	0	0	0	0
ENSG00000186615	63	60	43	52	50	44
ENSG00000213641	0	0	0	0	0	3
ENSG00000271484	0	0	0	0	0	0
ENSG00000126777	4272	4208	4092	4240	4516	4035
ENSG00000200742	1	4	6	5	0	2
ENSG00000258784	0	0	0	0	0	0
ENSG00000177350	0	0	0	0	0	0
ENSG00000258791	0	0	0	0	0	0
ENSG00000259868	0	0	0	3	0	0
ENSG00000277763	0	0	0	0	1	0
ENSG00000139946	147	143	190	165	163	124
ENSG00000259483	0	0	0	0	0	1
ENSG00000275569	0	3	0	0	0	0
ENSG00000259719	0	0	0	0	0	0
ENSG00000070269	649	609	653	584	541	652
ENSG00000258803	0	0	0	0	0	0
ENSG00000258428	2	0	0	2	0	2
ENSG00000259133	0	0	0	0	0	0
ENSG00000242995	0	0	0	0	0	0
ENSG00000258703	0	0	0	0	0	0
ENSG00000165588	10	3	1	8	5	3
ENSG00000248550	2	1	0	0	0	0
ENSG00000258776	0	1	0	0	0	0
ENSG00000243801	0	0	0	0	0	0
ENSG00000200818	0	0	0	0	0	0
ENSG00000243388	0	0	0	0	1	0
ENSG00000258758	3	1	0	1	0	2
ENSG00000259136	0	0	0	0	0	0
ENSG00000258592	25	36	30	28	40	36
ENSG00000070367	2477	2748	2874	2423	2786	2483
ENSG00000053770	880	1114	1133	896	951	972
ENSG00000259008	0	0	1	0	0	0
ENSG00000139977	980	996	1018	855	1079	881
ENSG00000100557	0	0	0	0	0	1
ENSG00000151812	0	0	1	2	0	1
ENSG00000259039	2	2	0	2	0	0
ENSG00000258856	0	0	0	0	0	0
ENSG00000252837	0	0	0	0	0	0
ENSG00000259969	4	9	6	9	9	4
ENSG00000139971	36	60	33	41	42	40
ENSG00000258836	0	0	0	0	0	0
ENSG00000243023	0	0	0	0	0	0
ENSG00000243700	0	0	0	0	0	0
ENSG00000258519	0	0	0	0	0	0
ENSG00000131966	624	632	714	618	830	522
ENSG00000100567	1259	1464	1834	1275	1910	1186
ENSG00000258682	37	54	67	39	37	42
ENSG00000257621	653	629	660	623	674	516
ENSG00000180189	7	6	7	12	2	5
ENSG00000279636	27	14	10	11	7	22
ENSG00000252782	0	0	5	1	2	3
ENSG00000032219	435	483	453	474	425	466
ENSG00000258658	3	1	1	3	0	3
ENSG00000196860	1	4	8	3	5	6
ENSG00000258378	2	3	1	2	6	2
ENSG00000100575	315	272	278	208	357	268
ENSG00000100578	666	733	660	688	535	628
ENSG00000252198	1	0	1	1	0	1
ENSG00000258650	0	1	0	1	0	0
ENSG00000258900	9	3	10	16	10	3
ENSG00000239510	5	0	3	0	0	0
ENSG00000165617	556	531	484	538	489	544
ENSG00000258583	1	0	0	0	1	1
ENSG00000213598	0	0	1	0	0	0
ENSG00000258734	0	0	0	1	0	0
ENSG00000258685	0	0	0	0	0	0
ENSG00000258996	0	0	0	0	0	0
ENSG00000100592	654	801	737	707	655	611
ENSG00000181619	34	35	27	35	20	31
ENSG00000126790	109	93	95	99	90	89
ENSG00000258782	0	0	0	0	0	0
ENSG00000050130	588	658	616	506	566	543
ENSG00000151838	2	0	0	0	0	1
ENSG00000139970	13	16	13	13	11	20
ENSG00000263629	0	0	0	0	0	0
ENSG00000261120	2	8	0	1	3	0
ENSG00000131951	26	18	35	15	9	29
ENSG00000258553	0	1	0	4	0	6
ENSG00000126773	2378	2504	2542	2348	2269	2405
ENSG00000100612	462	564	576	420	587	427
ENSG00000258896	0	0	4	6	2	4
ENSG00000258563	0	0	0	0	0	0
ENSG00000242135	0	0	0	0	0	0
ENSG00000254718	4	3	3	7	8	3
ENSG00000100614	836	969	918	804	947	745
ENSG00000258556	1	0	0	0	1	0
ENSG00000179008	17	12	27	15	11	12
ENSG00000258427	1	3	3	5	5	1
ENSG00000259169	1	1	2	1	0	2
ENSG00000258692	0	0	0	0	0	0
ENSG00000184302	0	0	0	0	0	0
ENSG00000258670	0	2	0	1	1	0
ENSG00000258764	0	0	0	0	0	0
ENSG00000244756	0	0	0	0	0	0
ENSG00000241354	0	0	0	0	0	0
ENSG00000258952	0	0	0	0	0	0
ENSG00000126778	5	0	10	6	5	0
ENSG00000100625	665	775	855	660	653	679
ENSG00000020426	257	326	337	293	375	303
ENSG00000258445	1	2	1	6	2	3
ENSG00000258892	0	0	0	0	0	0
ENSG00000258485	4	3	2	3	0	1
ENSG00000126814	372	416	434	344	380	360
ENSG00000258656	0	0	0	0	0	0
ENSG00000206870	0	0	0	0	0	0
ENSG00000139974	99	113	105	70	93	87
ENSG00000027075	950	1062	1071	901	956	989
ENSG00000182107	906	919	955	947	1061	804
ENSG00000247287	19	33	26	35	21	44
ENSG00000258989	0	0	0	0	0	0
ENSG00000258926	17	14	8	6	4	6
ENSG00000250548	0	6	0	1	0	1
ENSG00000232774	11	15	10	13	14	6
ENSG00000258777	10	3	6	0	9	2
ENSG00000100644	5581	6306	6325	5005	5425	5365
ENSG00000258667	4	2	16	9	6	11
ENSG00000258964	0	0	0	0	0	0
ENSG00000023608	87	107	95	99	160	84
ENSG00000279633	0	2	0	0	3	0
ENSG00000139973	95	71	77	59	42	51
ENSG00000258956	0	0	0	0	0	0
ENSG00000258842	0	0	0	0	0	0
ENSG00000258903	0	0	0	0	0	0
ENSG00000186369	15	8	20	15	19	7
ENSG00000259142	0	0	0	0	0	0
ENSG00000270852	0	0	0	0	0	0
ENSG00000258638	0	0	0	0	0	0
ENSG00000258877	0	0	0	0	0	0
ENSG00000140015	7	7	5	8	13	11
ENSG00000258995	0	0	0	0	0	0
ENSG00000259093	0	0	0	0	1	0
ENSG00000126785	7	3	3	4	6	2
ENSG00000258943	0	0	0	0	0	0
ENSG00000179600	0	0	0	0	0	0
ENSG00000154001	1835	2041	2023	1905	1847	1890
ENSG00000252800	0	0	0	2	0	0
ENSG00000261242	1	3	5	5	1	0
ENSG00000205767	0	0	0	0	0	0
ENSG00000270878	7	16	16	33	14	17
ENSG00000140006	440	493	537	438	572	456
ENSG00000258800	0	0	0	0	0	0
ENSG00000258645	19	14	15	21	20	6
ENSG00000202490	0	2	0	0	1	1
ENSG00000206822	2	0	0	1	2	2
ENSG00000207172	2	0	2	1	0	1
ENSG00000274015	5	7	15	11	7	6
ENSG00000200693	6	2	3	0	2	2
ENSG00000126821	1956	2174	2393	2050	2574	1957
ENSG00000258778	0	0	0	0	0	0
ENSG00000252749	0	0	0	0	0	0
ENSG00000258411	0	0	0	2	0	0
ENSG00000270912	0	0	0	1	2	0
ENSG00000202182	0	0	0	0	0	0
ENSG00000054654	2623	2343	2618	2928	1599	2594
ENSG00000140009	21	19	26	10	24	10
ENSG00000221537	0	0	0	0	0	0
ENSG00000214770	22	21	16	15	19	24
ENSG00000234911	67	53	62	76	59	64
ENSG00000284664	14	14	31	16	22	17
ENSG00000271511	0	0	9	2	5	5
ENSG00000100714	1489	1529	1576	1382	1447	1338
ENSG00000258824	14	8	3	9	13	9
ENSG00000272909	16	16	34	30	12	13
ENSG00000089775	473	423	391	460	455	385
ENSG00000179841	134	91	126	111	106	128
ENSG00000126804	873	991	936	821	1106	846
ENSG00000259116	23	46	23	32	27	28
ENSG00000259160	0	0	0	0	0	0
ENSG00000126803	73	65	72	73	68	49
ENSG00000165807	0	0	1	3	6	1
ENSG00000259076	0	0	0	0	0	0
ENSG00000259010	3	1	7	2	1	2
ENSG00000126822	779	606	514	640	507	648
ENSG00000070182	7	9	8	9	8	10
ENSG00000284269	0	0	0	0	0	0
ENSG00000252497	0	0	0	0	0	0
ENSG00000258289	218	260	246	270	288	248
ENSG00000125954	0	0	0	0	2	0
ENSG00000176153	9	7	2	11	8	10
ENSG00000139998	658	652	573	571	522	511
ENSG00000257365	168	229	204	148	199	168
ENSG00000272158	0	1	1	1	2	1
ENSG00000125952	393	398	348	427	497	317
ENSG00000266531	1	0	0	1	0	1
ENSG00000259118	6	3	4	1	5	2
ENSG00000222985	0	0	0	0	0	0
ENSG00000255002	0	0	0	2	0	0
ENSG00000258878	0	0	0	1	0	0
ENSG00000258760	2	1	0	1	6	0
ENSG00000258613	0	0	0	0	0	0
ENSG00000214759	0	0	0	0	0	0
ENSG00000259078	1	1	0	0	0	6
ENSG00000266740	0	0	0	0	0	0
ENSG00000033170	1816	1882	1931	1847	1782	1520
ENSG00000276116	59	36	49	48	55	25
ENSG00000180662	3	0	0	4	0	1
ENSG00000207781	0	0	0	0	0	0
ENSG00000258980	1	0	2	0	1	0
ENSG00000258629	0	0	0	0	0	0
ENSG00000258960	0	0	0	0	0	0
ENSG00000258847	0	1	1	0	0	0
ENSG00000277651	0	0	0	0	0	0
ENSG00000224861	57	43	57	94	99	50
ENSG00000258502	0	0	5	7	4	0
ENSG00000200860	0	0	0	0	0	0
ENSG00000258561	0	2	0	1	3	0
ENSG00000196553	5	2	3	4	0	9
ENSG00000171723	408	378	358	348	353	362
ENSG00000258796	0	0	0	0	0	0
ENSG00000258490	0	0	0	1	0	2
ENSG00000172717	5	2	1	4	0	0
ENSG00000258988	0	0	0	0	0	0
ENSG00000072415	1474	1481	1634	1551	1810	1592
ENSG00000100554	714	774	732	713	1067	697
ENSG00000199755	0	0	0	0	0	0
ENSG00000134001	1216	1341	1428	1242	1610	1088
ENSG00000100558	3	3	1	3	3	3
ENSG00000265993	0	0	0	0	0	0
ENSG00000198133	7	6	10	6	6	8
ENSG00000054690	1079	1127	1120	1123	775	963
ENSG00000100564	104	122	98	94	184	128
ENSG00000259502	2	1	1	2	5	1
ENSG00000259648	0	1	0	0	3	2
ENSG00000281228	0	0	0	2	0	0
ENSG00000201529	0	0	0	0	0	0
ENSG00000081181	192	215	218	155	231	202
ENSG00000100568	943	927	980	876	1103	777
ENSG00000258626	4	5	0	3	4	8
ENSG00000272253	0	0	0	0	1	0
ENSG00000258466	3	1	2	0	1	0
ENSG00000072042	2462	2371	2632	2671	2706	2291
ENSG00000139988	3	0	0	0	1	0
ENSG00000241542	0	0	0	0	0	0
ENSG00000258618	0	0	0	0	0	0
ENSG00000072121	906	894	1014	913	601	984
ENSG00000271697	0	0	0	0	0	0
ENSG00000239820	0	1	0	0	0	2
ENSG00000258759	2	1	1	2	3	2
ENSG00000182185	97	133	106	109	81	97
ENSG00000274666	0	1	1	0	1	0
ENSG00000258837	2	0	3	1	0	0
ENSG00000244677	0	0	0	0	0	0
ENSG00000243546	0	0	0	0	0	0
ENSG00000240210	0	0	1	0	2	3
ENSG00000258477	2	0	0	1	0	3
ENSG00000259038	5	3	6	1	3	4
ENSG00000258623	4	0	0	6	4	2
ENSG00000242941	2	0	1	0	0	0
ENSG00000207089	0	0	0	0	0	0
ENSG00000185650	4110	3846	3480	3951	3620	3536
ENSG00000270975	0	0	1	0	0	0
ENSG00000258565	2	1	0	6	2	8
ENSG00000072110	4875	4465	4356	4668	3545	4561
ENSG00000258967	0	0	0	0	0	0
ENSG00000258531	2	0	0	1	0	0
ENSG00000259062	1	5	5	5	4	8
ENSG00000242293	0	0	0	0	0	0
ENSG00000139990	1271	1275	1300	1266	1042	1280
ENSG00000259165	6	7	4	18	6	13
ENSG00000206768	0	0	4	1	0	0
ENSG00000276063	0	0	2	0	1	0
ENSG00000258957	6	5	1	4	0	8
ENSG00000081177	723	732	703	609	516	557
ENSG00000258520	5	0	0	3	3	1
ENSG00000100626	13	5	15	7	14	3
ENSG00000280073	0	0	0	0	0	0
ENSG00000100632	1182	1034	1095	1297	1553	1117
ENSG00000029364	1253	1402	1429	1131	1133	1323
ENSG00000175985	33	30	48	34	39	48
ENSG00000244237	0	0	0	0	0	0
ENSG00000267909	7	21	22	10	12	17
ENSG00000100647	222	224	215	243	190	217
ENSG00000273797	1	0	0	0	2	0
ENSG00000100650	3191	2901	3003	3184	3873	2397
ENSG00000100652	2	2	0	7	2	2
ENSG00000221060	0	0	2	0	0	0
ENSG00000198732	693	715	706	570	658	650
ENSG00000242071	142	148	166	246	314	202
ENSG00000100678	1	2	0	0	0	2
ENSG00000258422	0	0	0	1	0	0
ENSG00000274330	0	0	0	0	0	0
ENSG00000270610	0	0	0	0	0	1
ENSG00000235812	0	0	1	0	0	0
ENSG00000259033	0	0	0	0	0	0
ENSG00000133983	19	23	38	34	31	29
ENSG00000258644	2	0	0	0	0	0
ENSG00000222640	1	0	3	4	3	0
ENSG00000213463	792	707	783	866	754	723
ENSG00000257759	0	0	2	1	0	0
ENSG00000139985	4	2	4	5	0	5
ENSG00000259158	10	7	6	3	8	9
ENSG00000252263	0	0	0	1	0	0
ENSG00000134007	1	0	0	0	3	4
ENSG00000274397	0	0	0	1	0	0
ENSG00000133997	371	435	404	367	557	454
ENSG00000259115	0	0	0	0	0	0
ENSG00000258951	5	14	12	2	1	5
ENSG00000245466	0	0	0	0	0	0
ENSG00000240837	0	0	0	0	0	0
ENSG00000133985	159	183	204	165	164	163
ENSG00000258689	2	0	3	0	0	0
ENSG00000006432	633	622	692	661	430	604
ENSG00000259153	78	52	51	88	83	45
ENSG00000275630	0	1	0	0	0	0
ENSG00000258431	0	0	0	0	0	0
ENSG00000274818	0	4	4	0	6	2
ENSG00000100731	1298	1308	1394	1425	1041	1392
ENSG00000258930	2	0	0	0	0	2
ENSG00000258966	0	0	0	0	0	0
ENSG00000258571	3	4	5	2	2	3
ENSG00000269927	0	0	0	0	0	0
ENSG00000259907	0	0	0	0	0	0
ENSG00000258517	0	0	0	0	0	0
ENSG00000269945	0	0	0	0	0	0
ENSG00000259146	4	7	3	11	5	8
ENSG00000197555	1426	1376	1284	1388	973	1457
ENSG00000259079	10	0	6	5	4	1
ENSG00000207444	5	0	0	1	0	0
ENSG00000242330	0	0	0	2	0	1
ENSG00000285612	4	0	0	2	1	0
ENSG00000285518	8	2	2	4	4	5
ENSG00000266869	17	4	9	9	10	5
ENSG00000182732	4	4	7	5	9	3
ENSG00000200298	0	0	0	0	0	1
ENSG00000273830	0	0	0	0	0	0
ENSG00000258871	1	0	0	0	0	0
ENSG00000205683	56	32	27	34	30	31
ENSG00000285936	0	0	0	1	0	0
ENSG00000206751	0	0	0	0	0	0
ENSG00000119599	265	264	282	175	233	222
ENSG00000176043	0	0	0	0	0	1
ENSG00000259015	2	0	5	2	4	6
ENSG00000239544	1	1	4	1	0	0
ENSG00000165861	555	535	532	533	483	512
ENSG00000241487	0	0	0	0	0	0
ENSG00000258813	2	8	1	2	3	10
ENSG00000119707	3998	4180	4030	4004	3992	3521
ENSG00000258448	1	5	2	0	0	0
ENSG00000080815	1251	1250	1257	1290	1142	1225
ENSG00000259109	0	0	0	0	1	1
ENSG00000100767	34	21	41	28	27	27
ENSG00000258376	1	2	0	3	6	1
ENSG00000252839	0	0	0	0	0	0
ENSG00000258944	0	1	0	7	2	3
ENSG00000133961	1297	1263	1374	1202	969	1210
ENSG00000285006	0	0	0	0	0	0
ENSG00000284930	0	0	0	0	0	0
ENSG00000251393	0	0	0	0	0	0
ENSG00000187105	25	19	14	34	17	36
ENSG00000170468	235	217	195	237	244	286
ENSG00000258443	2	2	2	0	2	0
ENSG00000258695	0	2	0	1	2	3
ENSG00000184227	5	12	8	9	17	14
ENSG00000258408	0	0	0	0	0	0
ENSG00000119673	97	100	82	92	106	104
ENSG00000258524	4	0	0	1	0	0
ENSG00000279026	3	4	0	5	0	0
ENSG00000177465	28	34	31	21	31	20
ENSG00000205669	0	0	1	1	0	0
ENSG00000258603	3	0	0	1	3	0
ENSG00000258972	0	0	0	0	2	0
ENSG00000119661	207	242	303	232	269	182
ENSG00000251907	0	0	0	0	0	0
ENSG00000258660	0	0	0	0	0	0
ENSG00000176903	677	562	593	668	733	590
ENSG00000156030	836	683	823	776	523	778
ENSG00000264741	0	0	0	0	0	0
ENSG00000259065	8	1	3	2	7	10
ENSG00000258586	0	0	0	0	0	0
ENSG00000270576	0	0	0	0	0	0
ENSG00000140043	87	55	119	85	89	58
ENSG00000258653	2	1	3	1	5	1
ENSG00000223300	6	0	0	2	2	8
ENSG00000273711	2	10	11	8	5	6
ENSG00000119725	32	13	20	28	21	17
ENSG00000258891	2	3	1	6	9	3
ENSG00000270140	1	0	1	2	0	1
ENSG00000199472	5	0	0	2	0	3
ENSG00000156050	39	46	28	40	43	27
ENSG00000119723	82	62	85	71	92	72
ENSG00000187097	370	352	368	345	225	338
ENSG00000279461	0	0	0	1	0	0
ENSG00000119636	43	52	43	46	33	43
ENSG00000119711	923	931	985	860	959	850
ENSG00000205659	252	331	290	281	356	276
ENSG00000239910	0	0	0	0	0	1
ENSG00000258513	1	2	0	0	0	0
ENSG00000119614	0	0	3	0	0	0
ENSG00000119688	1051	903	1042	882	836	857
ENSG00000258559	62	53	49	60	44	40
ENSG00000133980	3	3	4	5	7	0
ENSG00000258737	0	0	0	0	0	0
ENSG00000177776	0	0	0	0	0	0
ENSG00000183379	8	26	4	20	25	21
ENSG00000270000	7	14	5	16	7	10
ENSG00000259005	35	22	21	24	10	10
ENSG00000119655	3207	3566	3426	2926	5245	3836
ENSG00000283944	0	0	0	0	0	0
ENSG00000258769	14	15	13	13	4	12
ENSG00000165898	200	231	242	208	313	202
ENSG00000119681	19	26	24	37	22	26
ENSG00000258425	0	0	0	0	0	0
ENSG00000258976	0	0	0	0	0	0
ENSG00000119682	1112	1047	1203	962	845	1004
ENSG00000258439	2	0	4	1	0	0
ENSG00000222604	0	0	0	1	0	1
ENSG00000119616	736	718	630	861	904	577
ENSG00000119596	2293	2086	1805	2243	1499	2203
ENSG00000119608	8	9	5	8	5	10
ENSG00000258587	0	0	0	0	0	0
ENSG00000119689	1606	1615	1748	1645	1446	1624
ENSG00000198208	129	127	110	111	92	96
